ID,obsnum,Choice,HEV,PHEV,BEV,PHEV_PHEVaer,BEV_BEVaer,PHEV_FastCharge,BEV_FastCharge,Price,OpCost,Acceleration,American,Japanese,Chinese,SKorean
34,496,1,0,0,0,0,0,0,0,25,13,10,0,0,0,0
34,497,0,0,1,0,0,0,1,0,50,13,10,0,0,1,0
34,497,1,0,1,0,30,0,1,0,25,9,8.5,0,1,0,0
34,497,0,0,0,1,0,0,0,0,37,19,8.5,0,0,0,0
34,498,0,0,0,1,0,75,0,0,50,23,5.5,0,0,0,0
34,498,0,0,1,0,0,0,1,0,20,23,8.5,0,0,0,0
34,498,1,0,1,0,30,0,1,0,37,13,5.5,0,0,0,1
34,499,1,0,1,0,10,0,0,0,37,19,7,0,1,0,0
34,499,0,0,0,1,0,0,0,1,37,19,7,0,0,1,0
34,499,0,0,1,0,30,0,1,0,37,23,5.5,0,0,0,0
34,500,1,1,0,0,0,0,0,0,50,9,8.5,0,0,0,0
34,500,0,0,0,1,0,0,0,1,20,19,7,1,0,0,0
34,500,0,0,1,0,30,0,1,0,37,13,7,0,0,0,0
34,501,0,0,0,1,0,75,0,1,37,19,7,0,1,0,0
34,501,1,1,0,0,0,0,0,0,20,19,10,1,0,0,0
34,501,0,0,1,0,10,0,0,0,50,13,7,0,0,1,0
34,502,0,0,1,0,0,0,0,0,37,19,10,1,0,0,0
34,502,1,0,0,0,0,0,0,0,50,9,8.5,0,0,1,0
34,502,0,0,0,1,0,0,0,1,50,13,8.5,0,0,0,1
34,503,0,0,1,0,0,0,1,0,20,9,7,0,0,0,0
34,503,0,0,1,0,0,0,0,0,25,9,7,0,1,0,0
34,503,1,1,0,0,0,0,0,0,30,9,5.5,0,0,0,0
34,504,0,0,0,1,0,75,0,0,20,13,7,0,0,0,0
34,504,1,0,0,1,0,75,0,1,30,19,7,0,0,0,1
34,504,0,0,0,1,0,0,0,1,37,23,5.5,0,0,0,1
34,505,0,0,1,0,0,0,1,0,20,13,10,0,0,0,0
34,505,0,0,0,1,0,25,0,1,37,9,10,1,0,0,0
34,505,1,0,0,0,0,0,0,0,30,9,5.5,0,0,0,1
34,506,1,0,1,0,30,0,1,0,30,13,5.5,0,1,0,0
34,506,0,0,1,0,30,0,0,0,30,19,8.5,1,0,0,0
34,506,0,1,0,0,0,0,0,0,37,23,7,1,0,0,0
34,507,0,0,0,1,0,75,0,1,30,13,7,0,1,0,0
34,507,1,0,1,0,10,0,0,0,20,23,7,0,0,0,0
34,507,0,0,0,1,0,25,0,1,50,9,5.5,0,0,1,0
34,508,0,0,0,1,0,75,0,1,50,19,10,0,0,0,1
34,508,0,0,0,1,0,75,0,0,37,19,10,0,0,0,0
34,508,1,0,0,1,0,25,0,1,25,9,5.5,0,0,0,1
34,509,0,1,0,0,0,0,0,0,50,19,7,0,0,0,0
34,509,0,0,1,0,10,0,0,0,50,23,5.5,1,0,0,0
34,509,1,0,0,0,0,0,0,0,37,13,8.5,0,0,0,0
34,510,1,1,0,0,0,0,0,0,30,13,10,0,1,0,0
34,510,0,0,1,0,0,0,0,0,37,23,5.5,0,0,1,0
34,510,0,0,0,1,0,75,0,0,30,19,8.5,0,0,1,0
35,511,0,0,0,1,0,75,0,0,50,23,10,0,0,0,1
35,511,1,0,1,0,10,0,0,0,20,13,5.5,0,0,1,0
35,511,0,0,0,0,0,0,0,0,25,19,5.5,1,0,0,0
35,512,0,0,1,0,10,0,1,0,30,13,10,0,1,0,0
35,512,0,0,1,0,0,0,0,0,25,9,8.5,0,0,0,0
35,512,1,0,0,1,0,25,0,1,20,23,5.5,0,0,1,0
35,513,0,0,1,0,10,0,0,0,30,13,5.5,0,0,0,1
35,513,1,0,1,0,0,0,1,0,37,13,5.5,0,0,0,1
35,513,0,1,0,0,0,0,0,0,30,19,8.5,0,0,1,0
35,514,0,1,0,0,0,0,0,0,30,13,7,0,0,0,0
35,514,1,0,1,0,10,0,0,0,30,9,5.5,0,0,0,1
35,514,0,1,0,0,0,0,0,0,37,19,5.5,0,0,0,1
35,515,0,0,1,0,0,0,1,0,30,19,10,0,0,1,0
35,515,1,0,0,0,0,0,0,0,30,9,8.5,0,0,0,0
35,515,0,0,0,1,0,75,0,1,50,13,8.5,0,0,1,0
35,516,0,0,1,0,10,0,0,0,30,19,7,1,0,0,0
35,516,0,0,0,1,0,25,0,0,25,23,10,0,0,1,0
35,516,1,1,0,0,0,0,0,0,20,13,5.5,0,0,0,0
35,517,0,0,0,1,0,75,0,0,50,9,8.5,0,1,0,0
35,517,1,0,1,0,30,0,0,0,25,13,7,0,0,0,0
35,517,0,0,0,0,0,0,0,0,25,19,10,0,0,0,0
35,518,0,0,0,1,0,25,0,0,50,23,5.5,0,0,0,1
35,518,1,0,0,1,0,75,0,0,25,19,5.5,0,0,1,0
35,518,0,0,0,0,0,0,0,0,50,19,10,0,0,0,1
35,519,1,0,1,0,0,0,0,0,20,19,5.5,0,0,1,0
35,519,0,0,0,1,0,25,0,0,20,19,8.5,0,0,1,0
35,519,0,0,1,0,10,0,1,0,20,9,7,1,0,0,0
35,520,0,0,1,0,10,0,1,0,50,13,5.5,0,0,0,1
35,520,1,0,0,1,0,75,0,1,50,23,5.5,0,0,0,0
35,520,0,0,0,0,0,0,0,0,25,19,7,0,1,0,0
35,521,0,0,0,1,0,0,0,0,37,13,10,1,0,0,0
35,521,1,0,0,1,0,0,0,1,37,13,5.5,0,0,1,0
35,521,0,1,0,0,0,0,0,0,37,13,10,0,0,0,0
35,522,0,0,0,1,0,0,0,1,37,13,10,0,0,1,0
35,522,1,0,0,0,0,0,0,0,20,23,5.5,0,0,0,1
35,522,0,0,0,1,0,0,0,0,37,13,5.5,1,0,0,0
35,523,0,0,1,0,10,0,0,0,50,19,7,1,0,0,0
35,523,1,0,0,1,0,0,0,1,30,13,5.5,0,0,1,0
35,523,0,0,0,1,0,25,0,1,25,19,10,1,0,0,0
35,524,0,1,0,0,0,0,0,0,25,23,10,0,1,0,0
35,524,0,0,0,0,0,0,0,0,25,19,10,0,0,1,0
35,524,1,0,0,1,0,25,0,1,30,13,10,0,0,0,0
35,525,0,0,0,1,0,0,0,0,50,19,10,0,1,0,0
35,525,1,0,0,1,0,0,0,0,30,19,5.5,0,0,0,1
35,525,0,1,0,0,0,0,0,0,30,9,7,0,0,1,0
36,526,1,0,1,0,30,0,0,0,20,19,8.5,0,0,0,1
36,526,0,0,1,0,0,0,1,0,25,23,10,0,0,0,1
36,526,0,0,0,1,0,75,0,1,50,13,10,1,0,0,0
36,527,0,1,0,0,0,0,0,0,50,9,5.5,0,0,1,0
36,527,1,0,1,0,0,0,0,0,30,23,10,1,0,0,0
36,527,0,0,1,0,10,0,0,0,50,13,8.5,0,0,1,0
36,528,1,0,1,0,10,0,0,0,25,13,7,0,0,0,0
36,528,0,0,0,0,0,0,0,0,37,23,10,0,0,1,0
36,528,0,0,1,0,0,0,1,0,20,19,7,0,0,0,0
36,529,0,0,0,1,0,0,0,0,20,23,7,1,0,0,0
36,529,1,0,1,0,30,0,0,0,37,23,7,0,0,0,0
36,529,0,0,0,0,0,0,0,0,37,23,7,0,0,0,0
36,530,1,1,0,0,0,0,0,0,50,23,5.5,0,1,0,0
36,530,0,0,0,1,0,25,0,0,20,23,5.5,0,0,0,1
36,530,0,0,0,1,0,75,0,1,30,9,10,1,0,0,0
36,531,0,0,1,0,0,0,1,0,30,13,5.5,0,1,0,0
36,531,0,0,1,0,0,0,1,0,30,19,5.5,0,0,1,0
36,531,1,0,0,0,0,0,0,0,50,19,8.5,0,0,0,0
36,532,1,0,0,1,0,25,0,1,20,19,10,0,0,0,0
36,532,0,0,1,0,30,0,1,0,25,9,5.5,0,1,0,0
36,532,0,0,0,1,0,75,0,1,30,9,8.5,0,0,0,1
36,533,0,1,0,0,0,0,0,0,25,19,8.5,0,0,1,0
36,533,1,0,0,1,0,75,0,0,37,9,10,0,0,0,1
36,533,0,0,1,0,10,0,1,0,25,19,5.5,0,0,0,1
36,534,0,0,0,1,0,0,0,0,37,9,7,1,0,0,0
36,534,1,0,1,0,10,0,0,0,50,19,10,0,0,0,0
36,534,0,0,0,0,0,0,0,0,20,23,10,0,0,1,0
36,535,0,0,1,0,0,0,0,0,37,19,5.5,0,0,0,1
36,535,1,0,0,1,0,0,0,1,30,13,10,0,0,0,1
36,535,0,0,1,0,0,0,0,0,20,9,5.5,0,0,1,0
36,536,0,0,0,0,0,0,0,0,30,23,10,0,1,0,0
36,536,1,0,0,0,0,0,0,0,20,9,7,0,0,0,0
36,536,0,0,0,1,0,0,0,1,50,9,5.5,0,0,0,0
36,537,1,0,0,1,0,0,0,0,25,19,8.5,0,1,0,0
36,537,0,0,0,1,0,75,0,1,37,13,10,0,0,1,0
36,537,0,0,0,1,0,0,0,0,25,13,10,1,0,0,0
36,538,1,0,0,0,0,0,0,0,50,13,10,0,0,0,0
36,538,0,0,1,0,30,0,0,0,20,19,10,0,0,1,0
36,538,0,0,1,0,0,0,1,0,50,19,10,0,0,1,0
36,539,0,0,0,1,0,75,0,0,50,9,5.5,1,0,0,0
36,539,0,1,0,0,0,0,0,0,30,13,8.5,0,0,0,1
36,539,1,0,0,1,0,25,0,0,50,23,5.5,0,0,0,0
36,540,1,0,1,0,0,0,0,0,30,19,10,0,0,0,0
36,540,0,0,1,0,30,0,1,0,50,9,5.5,0,0,0,1
36,540,0,0,0,1,0,75,0,1,50,23,10,0,0,1,0
37,541,0,0,1,0,0,0,0,0,50,13,10,0,0,1,0
37,541,1,0,0,0,0,0,0,0,30,23,8.5,1,0,0,0
37,541,0,0,0,1,0,25,0,1,30,23,10,0,0,0,1
37,542,1,0,1,0,30,0,1,0,30,9,5.5,0,1,0,0
37,542,0,0,1,0,30,0,0,0,37,9,8.5,0,0,0,1
37,542,0,0,1,0,30,0,0,0,20,23,7,0,0,1,0
37,543,0,0,0,1,0,0,0,1,37,19,10,0,0,0,1
37,543,0,0,1,0,0,0,0,0,20,23,8.5,0,1,0,0
37,543,1,1,0,0,0,0,0,0,20,19,8.5,0,0,0,1
37,544,1,0,0,1,0,25,0,1,30,13,5.5,0,0,0,1
37,544,0,0,1,0,10,0,1,0,50,13,10,0,1,0,0
37,544,0,0,0,1,0,75,0,1,25,23,7,0,1,0,0
37,545,1,1,0,0,0,0,0,0,37,9,10,0,1,0,0
37,545,0,0,0,1,0,75,0,0,50,13,10,0,0,1,0
37,545,0,0,0,1,0,25,0,1,50,19,5.5,0,0,1,0
37,546,0,0,0,1,0,75,0,1,30,13,5.5,0,0,0,1
37,546,0,0,0,1,0,75,0,1,50,13,8.5,0,0,0,0
37,546,1,1,0,0,0,0,0,0,50,13,5.5,0,0,0,1
37,547,1,0,1,0,30,0,0,0,20,9,8.5,1,0,0,0
37,547,0,0,1,0,0,0,1,0,37,13,10,0,1,0,0
37,547,0,0,0,1,0,25,0,0,37,9,10,0,0,0,0
37,548,1,1,0,0,0,0,0,0,30,19,7,0,0,0,1
37,548,0,0,1,0,30,0,1,0,30,19,7,0,0,0,1
37,548,0,0,0,1,0,75,0,0,20,19,8.5,0,0,1,0
37,549,0,0,0,1,0,75,0,1,25,13,8.5,0,0,1,0
37,549,1,0,0,0,0,0,0,0,20,23,7,1,0,0,0
37,549,0,0,1,0,30,0,1,0,50,23,10,0,0,0,0
37,550,1,0,1,0,0,0,1,0,30,19,10,0,0,0,0
37,550,0,0,1,0,30,0,0,0,50,19,5.5,0,0,0,1
37,550,0,0,1,0,0,0,1,0,25,23,10,0,0,0,0
37,551,0,0,0,1,0,25,0,0,20,23,8.5,0,0,0,0
37,551,0,0,0,0,0,0,0,0,37,19,10,1,0,0,0
37,551,1,0,1,0,10,0,0,0,20,9,7,0,0,1,0
37,552,0,0,0,1,0,0,0,1,30,9,8.5,1,0,0,0
37,552,1,0,0,0,0,0,0,0,50,19,5.5,0,1,0,0
37,552,0,0,0,1,0,25,0,0,30,13,10,0,0,0,0
37,553,0,0,0,1,0,0,0,0,37,23,7,0,0,0,0
37,553,1,0,1,0,0,0,1,0,25,13,8.5,0,1,0,0
37,553,0,0,1,0,10,0,1,0,30,13,7,0,0,0,0
37,554,0,0,1,0,30,0,0,0,37,23,5.5,0,0,1,0
37,554,1,0,1,0,0,0,0,0,30,9,8.5,1,0,0,0
37,554,0,1,0,0,0,0,0,0,50,13,7,0,0,0,1
37,555,0,0,1,0,10,0,1,0,50,13,8.5,0,0,1,0
37,555,0,0,1,0,0,0,0,0,20,23,7,0,0,0,0
37,555,1,0,0,0,0,0,0,0,25,19,8.5,0,0,0,1
38,556,0,0,0,1,0,75,0,0,25,13,8.5,0,0,1,0
38,556,0,0,0,1,0,0,0,1,37,13,5.5,0,0,1,0
38,556,1,0,0,0,0,0,0,0,30,13,5.5,0,0,0,1
38,557,1,0,0,1,0,25,0,0,50,23,7,0,0,0,0
38,557,0,0,0,1,0,25,0,0,50,9,5.5,0,0,1,0
38,557,0,0,0,1,0,25,0,1,25,9,10,0,0,1,0
38,558,0,0,0,0,0,0,0,0,25,19,5.5,0,0,0,1
38,558,0,0,0,1,0,75,0,1,25,23,10,0,1,0,0
38,558,1,0,1,0,30,0,0,0,30,9,7,1,0,0,0
38,559,0,0,0,0,0,0,0,0,30,13,10,0,0,0,1
38,559,1,0,0,0,0,0,0,0,50,23,10,0,0,1,0
38,559,0,0,1,0,10,0,0,0,25,13,10,0,1,0,0
38,560,0,0,0,1,0,75,0,1,50,9,7,0,0,1,0
38,560,1,0,1,0,10,0,0,0,25,19,8.5,0,0,1,0
38,560,0,0,0,1,0,75,0,0,30,9,7,0,1,0,0
38,561,0,0,0,1,0,25,0,1,50,9,8.5,1,0,0,0
38,561,1,0,1,0,30,0,0,0,20,23,7,1,0,0,0
38,561,0,0,0,1,0,0,0,0,50,13,7,1,0,0,0
38,562,1,0,1,0,10,0,1,0,20,19,8.5,0,0,0,1
38,562,0,0,0,1,0,25,0,0,50,13,10,0,0,0,0
38,562,0,0,0,1,0,0,0,1,30,23,10,0,0,1,0
38,563,0,0,0,1,0,75,0,0,50,19,8.5,0,0,0,1
38,563,1,0,1,0,0,0,1,0,50,23,8.5,0,0,0,1
38,563,0,0,1,0,10,0,0,0,37,23,8.5,0,0,0,1
38,564,1,1,0,0,0,0,0,0,20,23,7,0,0,0,0
38,564,0,0,1,0,0,0,1,0,25,9,10,1,0,0,0
38,564,0,0,0,1,0,0,0,0,50,23,8.5,1,0,0,0
38,565,0,0,0,1,0,75,0,1,20,19,7,0,0,0,1
38,565,0,0,0,1,0,25,0,0,25,19,7,0,0,0,1
38,565,1,0,0,0,0,0,0,0,37,19,5.5,1,0,0,0
38,566,1,0,1,0,10,0,0,0,50,13,10,0,0,1,0
38,566,0,0,0,1,0,0,0,1,37,13,5.5,0,0,1,0
38,566,0,0,0,1,0,0,0,0,25,9,7,0,0,0,0
38,567,1,0,0,1,0,75,0,1,37,13,8.5,1,0,0,0
38,567,0,0,1,0,30,0,0,0,30,23,5.5,0,1,0,0
38,567,0,1,0,0,0,0,0,0,50,19,7,0,0,0,1
38,568,0,0,1,0,10,0,0,0,20,19,10,0,0,0,0
38,568,1,1,0,0,0,0,0,0,37,13,8.5,1,0,0,0
38,568,0,0,0,1,0,75,0,0,37,13,8.5,0,0,0,1
38,569,0,0,0,0,0,0,0,0,50,23,5.5,0,1,0,0
38,569,1,0,1,0,30,0,1,0,20,19,5.5,1,0,0,0
38,569,0,0,0,0,0,0,0,0,50,9,8.5,0,1,0,0
38,570,1,0,1,0,10,0,0,0,30,13,7,1,0,0,0
38,570,0,0,1,0,10,0,1,0,50,13,5.5,0,1,0,0
38,570,0,0,1,0,0,0,0,0,20,13,10,0,0,0,1
39,571,0,0,0,0,0,0,0,0,37,23,10,1,0,0,0
39,571,1,0,1,0,10,0,0,0,30,9,5.5,1,0,0,0
39,571,0,0,0,1,0,0,0,1,30,19,8.5,0,0,0,1
39,572,0,0,0,1,0,25,0,0,20,13,10,0,1,0,0
39,572,1,0,1,0,10,0,0,0,25,13,8.5,0,1,0,0
39,572,0,0,0,0,0,0,0,0,20,13,5.5,0,0,0,0
39,573,0,0,1,0,30,0,1,0,25,9,5.5,0,0,0,0
39,573,1,0,0,1,0,75,0,0,50,19,5.5,0,0,0,1
39,573,0,0,1,0,30,0,1,0,30,19,5.5,0,0,0,1
39,574,1,0,1,0,30,0,1,0,37,19,7,0,1,0,0
39,574,0,0,0,1,0,0,0,0,20,19,5.5,1,0,0,0
39,574,0,0,0,1,0,75,0,1,50,13,8.5,1,0,0,0
39,575,0,0,1,0,10,0,1,0,25,13,10,0,0,0,1
39,575,1,0,1,0,30,0,0,0,25,23,5.5,0,1,0,0
39,575,0,0,1,0,30,0,1,0,30,23,10,0,0,1,0
39,576,0,0,1,0,10,0,1,0,25,9,7,0,1,0,0
39,576,1,1,0,0,0,0,0,0,37,19,8.5,0,0,0,0
39,576,0,0,0,1,0,75,0,1,20,9,5.5,0,1,0,0
39,577,0,0,0,0,0,0,0,0,25,19,8.5,0,0,0,0
39,577,1,1,0,0,0,0,0,0,37,23,5.5,0,0,1,0
39,577,0,0,0,1,0,25,0,0,25,23,5.5,0,0,0,0
39,578,0,1,0,0,0,0,0,0,20,23,7,0,0,0,1
39,578,0,0,0,0,0,0,0,0,20,13,7,1,0,0,0
39,578,1,0,0,1,0,25,0,1,20,9,10,0,0,0,1
39,579,0,0,1,0,10,0,0,0,20,13,10,0,0,0,0
39,579,1,0,0,0,0,0,0,0,20,19,10,1,0,0,0
39,579,0,0,1,0,0,0,1,0,30,9,10,0,1,0,0
39,580,0,0,1,0,30,0,0,0,25,13,10,0,0,0,0
39,580,1,1,0,0,0,0,0,0,30,19,7,0,0,1,0
39,580,0,0,1,0,0,0,0,0,20,19,10,0,0,0,0
39,581,0,0,1,0,30,0,0,0,25,13,5.5,0,1,0,0
39,581,1,0,1,0,0,0,1,0,37,19,10,0,0,0,0
39,581,0,0,0,1,0,25,0,0,25,19,8.5,1,0,0,0
39,582,0,1,0,0,0,0,0,0,20,19,8.5,0,0,1,0
39,582,1,0,1,0,0,0,1,0,25,9,5.5,0,0,1,0
39,582,0,0,0,0,0,0,0,0,25,19,10,1,0,0,0
39,583,0,0,1,0,10,0,1,0,37,23,8.5,0,0,0,1
39,583,1,0,0,1,0,75,0,1,37,23,7,0,0,1,0
39,583,0,0,0,1,0,25,0,1,37,19,7,0,0,1,0
39,584,1,0,0,0,0,0,0,0,37,9,7,0,1,0,0
39,584,0,0,0,1,0,0,0,0,37,13,10,0,0,0,1
39,584,0,1,0,0,0,0,0,0,20,19,7,1,0,0,0
39,585,0,0,0,1,0,0,0,1,20,19,10,0,0,0,0
39,585,1,0,0,1,0,0,0,0,37,13,5.5,0,1,0,0
39,585,0,0,0,1,0,0,0,0,50,19,5.5,1,0,0,0
40,586,0,0,0,1,0,25,0,0,37,19,8.5,0,0,0,1
40,586,0,0,1,0,10,0,1,0,25,23,10,0,0,0,1
40,586,1,0,1,0,0,0,1,0,30,23,5.5,0,0,0,0
40,587,1,0,1,0,30,0,0,0,25,23,5.5,0,1,0,0
40,587,0,0,1,0,0,0,1,0,37,9,5.5,0,0,0,1
40,587,0,0,1,0,30,0,0,0,20,9,5.5,1,0,0,0
40,588,0,0,0,1,0,0,0,0,50,19,7,0,0,0,1
40,588,0,0,1,0,30,0,1,0,37,19,10,0,0,0,0
40,588,1,1,0,0,0,0,0,0,37,9,8.5,0,0,0,0
40,589,0,0,0,0,0,0,0,0,30,13,8.5,0,0,1,0
40,589,0,0,0,1,0,75,0,1,37,23,8.5,0,0,0,1
40,589,1,0,1,0,10,0,1,0,30,13,7,1,0,0,0
40,590,0,0,1,0,30,0,0,0,30,13,8.5,0,1,0,0
40,590,0,0,1,0,10,0,0,0,20,13,10,0,0,1,0
40,590,1,0,0,1,0,25,0,1,20,13,7,0,1,0,0
40,591,1,0,0,1,0,0,0,1,20,23,10,0,1,0,0
40,591,0,0,0,1,0,0,0,1,50,9,8.5,0,0,0,0
40,591,0,1,0,0,0,0,0,0,50,19,10,0,0,1,0
40,592,0,0,0,1,0,0,0,0,50,13,8.5,0,0,1,0
40,592,0,0,1,0,30,0,1,0,30,9,10,0,0,1,0
40,592,1,0,1,0,10,0,1,0,25,9,7,0,0,1,0
40,593,0,1,0,0,0,0,0,0,37,23,8.5,0,1,0,0
40,593,1,0,1,0,30,0,0,0,37,19,5.5,0,1,0,0
40,593,0,0,0,1,0,75,0,0,25,19,10,1,0,0,0
40,594,1,0,0,1,0,0,0,1,20,9,7,0,0,1,0
40,594,0,0,0,1,0,0,0,1,50,19,5.5,0,0,0,1
40,594,0,0,1,0,10,0,0,0,25,23,7,0,0,1,0
40,595,1,0,0,1,0,75,0,1,20,13,7,0,0,0,0
40,595,0,0,0,1,0,0,0,0,30,9,7,1,0,0,0
40,595,0,0,1,0,30,0,0,0,50,19,8.5,0,1,0,0
40,596,0,0,0,0,0,0,0,0,37,19,10,0,1,0,0
40,596,1,0,0,1,0,0,0,1,37,23,8.5,0,0,0,0
40,596,0,1,0,0,0,0,0,0,20,23,7,0,0,1,0
40,597,0,0,0,0,0,0,0,0,25,19,5.5,0,0,1,0
40,597,0,0,0,1,0,25,0,1,50,19,7,0,0,0,1
40,597,1,0,0,1,0,0,0,0,20,23,7,0,1,0,0
40,598,0,0,0,1,0,75,0,0,20,23,10,0,0,0,1
40,598,0,0,1,0,0,0,0,0,25,9,10,0,0,0,0
40,598,1,0,0,0,0,0,0,0,25,19,5.5,0,0,0,0
40,599,0,0,1,0,10,0,1,0,20,13,7,0,0,0,1
40,599,0,0,1,0,0,0,1,0,30,23,7,0,0,0,1
40,599,1,0,0,1,0,0,0,1,37,9,8.5,0,1,0,0
40,600,0,0,0,0,0,0,0,0,25,13,7,0,0,1,0
40,600,1,0,1,0,0,0,0,0,30,23,8.5,0,0,0,0
40,600,0,0,1,0,30,0,1,0,37,19,10,0,0,0,0
41,601,1,0,1,0,10,0,0,0,50,13,8.5,0,0,0,0
41,601,0,1,0,0,0,0,0,0,30,9,8.5,0,0,0,0
41,601,0,0,1,0,0,0,0,0,37,19,5.5,0,0,1,0
41,602,1,0,1,0,0,0,0,0,30,9,7,0,0,0,1
41,602,0,1,0,0,0,0,0,0,25,9,7,0,0,1,0
41,602,0,1,0,0,0,0,0,0,37,9,5.5,0,1,0,0
41,603,1,0,1,0,0,0,0,0,30,19,8.5,1,0,0,0
41,603,0,0,1,0,10,0,0,0,37,13,10,0,0,1,0
41,603,0,0,0,0,0,0,0,0,37,9,10,0,1,0,0
41,604,0,0,0,0,0,0,0,0,25,13,7,0,1,0,0
41,604,0,0,1,0,0,0,1,0,30,19,5.5,0,0,0,0
41,604,1,0,0,1,0,75,0,0,50,23,10,0,1,0,0
41,605,1,0,0,0,0,0,0,0,50,19,7,0,0,0,0
41,605,0,1,0,0,0,0,0,0,30,23,8.5,0,0,1,0
41,605,0,0,0,1,0,75,0,1,37,19,7,0,0,1,0
41,606,0,0,0,0,0,0,0,0,37,23,10,0,0,0,1
41,606,0,0,1,0,0,0,1,0,50,19,7,0,0,0,1
41,606,1,0,0,1,0,75,0,0,37,23,7,0,0,0,0
41,607,0,1,0,0,0,0,0,0,37,19,5.5,0,0,1,0
41,607,1,0,1,0,0,0,1,0,37,13,10,1,0,0,0
41,607,0,1,0,0,0,0,0,0,37,23,10,0,0,0,1
41,608,0,0,0,1,0,75,0,0,30,19,10,0,0,1,0
41,608,1,0,1,0,10,0,1,0,20,13,10,1,0,0,0
41,608,0,0,0,0,0,0,0,0,37,9,8.5,0,0,0,0
41,609,0,0,0,0,0,0,0,0,25,13,10,0,0,1,0
41,609,1,0,0,1,0,75,0,1,37,19,5.5,0,1,0,0
41,609,0,0,1,0,0,0,1,0,30,23,8.5,0,0,1,0
41,610,0,0,1,0,0,0,0,0,37,23,10,1,0,0,0
41,610,1,0,1,0,30,0,1,0,25,19,5.5,1,0,0,0
41,610,0,0,1,0,10,0,0,0,50,19,8.5,0,1,0,0
41,611,1,0,1,0,30,0,0,0,30,23,8.5,0,0,0,1
41,611,0,0,1,0,10,0,0,0,50,13,8.5,1,0,0,0
41,611,0,0,1,0,10,0,1,0,30,19,7,0,1,0,0
41,612,1,0,0,1,0,25,0,0,25,13,5.5,0,0,0,1
41,612,0,0,0,1,0,25,0,0,37,9,8.5,0,0,0,1
41,612,0,1,0,0,0,0,0,0,20,23,8.5,0,0,0,0
41,613,0,0,1,0,30,0,1,0,50,23,10,0,1,0,0
41,613,0,1,0,0,0,0,0,0,37,23,5.5,0,0,0,0
41,613,1,0,0,1,0,25,0,0,50,9,10,0,0,0,0
41,614,1,0,0,1,0,75,0,0,50,9,7,1,0,0,0
41,614,0,0,1,0,10,0,1,0,30,13,8.5,0,1,0,0
41,614,0,0,0,1,0,0,0,0,37,9,8.5,0,0,1,0
41,615,1,0,1,0,0,0,1,0,30,23,7,0,0,0,0
41,615,0,0,0,1,0,75,0,0,37,9,7,0,1,0,0
41,615,0,0,0,1,0,0,0,0,37,13,7,0,0,0,0
42,616,1,0,1,0,0,0,1,0,37,19,5.5,0,1,0,0
42,616,0,0,0,0,0,0,0,0,50,13,7,0,0,0,1
42,616,0,0,1,0,30,0,0,0,50,19,5.5,0,0,0,1
42,617,0,0,1,0,10,0,0,0,20,23,7,0,0,0,0
42,617,1,0,0,0,0,0,0,0,25,13,5.5,1,0,0,0
42,617,0,0,1,0,30,0,1,0,37,23,10,0,0,0,0
42,618,1,0,1,0,10,0,1,0,50,13,8.5,0,0,0,0
42,618,0,0,0,1,0,0,0,0,50,13,5.5,0,0,0,1
42,618,0,1,0,0,0,0,0,0,30,23,10,0,1,0,0
42,619,0,0,1,0,30,0,1,0,50,13,8.5,1,0,0,0
42,619,1,0,0,1,0,75,0,0,30,13,5.5,0,1,0,0
42,619,0,0,0,0,0,0,0,0,37,23,7,0,0,0,0
42,620,1,0,1,0,30,0,0,0,30,9,5.5,0,0,0,1
42,620,0,0,0,1,0,0,0,0,25,9,7,1,0,0,0
42,620,0,0,0,1,0,0,0,0,50,13,8.5,0,0,0,1
42,621,0,1,0,0,0,0,0,0,50,9,5.5,1,0,0,0
42,621,1,0,0,1,0,75,0,0,25,9,10,0,0,0,1
42,621,0,0,1,0,30,0,1,0,50,13,8.5,0,0,0,1
42,622,0,0,0,1,0,0,0,1,30,19,7,0,0,0,0
42,622,0,0,0,1,0,25,0,0,37,13,8.5,0,0,1,0
42,622,1,1,0,0,0,0,0,0,30,19,7,0,0,0,1
42,623,0,0,0,0,0,0,0,0,30,23,5.5,0,0,1,0
42,623,1,0,0,1,0,0,0,0,37,13,8.5,0,0,0,0
42,623,0,0,1,0,0,0,1,0,50,19,10,0,0,1,0
42,624,1,1,0,0,0,0,0,0,20,9,5.5,1,0,0,0
42,624,0,0,1,0,0,0,1,0,37,9,8.5,1,0,0,0
42,624,0,0,1,0,10,0,1,0,30,19,5.5,0,0,1,0
42,625,0,0,1,0,10,0,0,0,37,23,5.5,1,0,0,0
42,625,0,0,0,0,0,0,0,0,20,23,10,0,1,0,0
42,625,1,0,0,1,0,25,0,0,30,9,8.5,0,1,0,0
42,626,0,0,0,1,0,0,0,0,20,9,10,0,0,0,1
42,626,0,1,0,0,0,0,0,0,37,9,5.5,0,0,1,0
42,626,1,0,1,0,10,0,0,0,30,13,10,0,0,0,0
42,627,0,1,0,0,0,0,0,0,37,23,10,1,0,0,0
42,627,0,0,0,1,0,75,0,1,20,19,10,1,0,0,0
42,627,1,1,0,0,0,0,0,0,20,13,7,0,0,0,0
42,628,0,0,0,1,0,0,0,0,37,9,7,0,0,0,1
42,628,0,0,0,1,0,75,0,0,37,19,8.5,1,0,0,0
42,628,1,1,0,0,0,0,0,0,20,9,8.5,1,0,0,0
