"sys_SequentialRespondentNumber","sys_InternalRespNum","sys_StartTime","sys_EndTime","sys_ElapsedTime","quota","consent_1","consent2_1","consent3_1","pastbuyer","futurebuyer","primarybuyer","CarMake","CarModel","VehicleOwnership","dailyvmt","annualvmt","carsizeselect","carimagesmall","carimagemid","carimagelarge","Topcarsmall_1","Topcarsmall_2","Topcarsmall_3","Topcarsmall_4","Topcarsmall_5","Topcarsmall_6","Topcarsmall_7","Topcarsmall_8","Topcarmid_1","Topcarmid_2","Topcarmid_3","Topcarmid_4","Topcarmid_5","Topcarmid_6","Topcarmid_7","Topcarmid_8","Topcarlarge_1","Topcarlarge_2","Topcarlarge_3","Topcarlarge_4","Topcarlarge_5","Topcarlarge_6","Topcarlarge_7","Topcarlarge_8","CBCFIX1","CBCRAN1","CBCRAN2","CBCRAN3","CBCRAN4","CBCRAN5","CBCRAN6","CBCRAN7","CBCRAN8","CBCRAN9","CBCRAN10","CBCRAN11","CBCRAN12","CBCRAN13","CBCRAN14","CBCRAN15","productuseratings_r1","productuseratings_r2","productuseratings_r3","productuseratings_r4","productuseratings_r5","productuseratings_r6","EnvLifeRatings_r1","EnvLifeRatings_r2","EnvLifeRatings_r3","EnvLifeRatings_r4","DrivingTypeExper_1","DrivingTypeExper_2","DrivingTypeExper_3","DrivingTypeExper_4","DrivingTypeExper_5","consideration_1","consideration_2","consideration_3","consideration_4","consideration_5","slowchargingaccess_1","slowchargingaccess_2","slowchargingaccess_3","slowchargingaccess_4","slowchargingaccess_5","fastchargingaccess","brandrank1","brankrank2","brandrank3","maintenance","income","sex","householdsize","YOB","zipcode","education","children","marriage","comments","sys_RespStatus","sys_DispositionCode","sys_CBCVersion_CBC","sys_UserAgent","sys_Browser","sys_OperatingSystem","sys_IPAddress","sys_UserJavaScript"
37,960891,2012-8-10 08:01,2012-8-10 08:01,0,,1,1,1,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,"",2,,,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0","Chrome 14.0.802.30","Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko","127.0.0.1",1
38,975409,2012-8-10 05:16,2012-8-10 05:28,702,1,1,1,1,2,1,1,17,"三厢",2,6,9,2,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,2,2,2,1,1,3,2,2,1,2,2,3,2,2,3,3,2,2,5,5,5,4,4,4,4,4,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,16,19,1,19,1,5,45,"618200",4,2,2,"",5,,447,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0","Chrome 14.0.802.30","Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko","127.0.0.1",1
39,998688,2012-8-11 06:30,2012-8-11 06:40,627,1,1,1,1,2,3,1,19,"天语",3,7,10,2,,8,,,,,,,,,,8,,,,,,,,,,,,,,,,2,3,2,3,2,3,1,1,1,3,2,1,1,3,2,1,4,2,5,5,4,5,5,4,4,4,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,1,20,4,2,5,2,2,43,"",5,1,2,"无",5,,821,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0","Chrome 14.0.802.30","Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko","127.0.0.1",1
40,1006329,2012-8-10 08:50,2012-8-10 09:00,590,3,1,1,1,1,2,1,1,"",1,10,16,2,,8,,,,,,,,,,8,,,,,,,,,,,,,,,,2,3,1,2,3,1,2,1,2,1,2,2,2,2,3,3,3,4,5,5,3,4,4,4,4,5,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,2,5,20,2,19,1,4,43,"610041",2,2,2,"",5,,786,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0","Chrome 14.0.802.30","Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko","127.0.0.1",1
41,1046368,2012-8-10 09:02,2012-8-10 09:12,600,3,1,1,1,3,2,1,3,"",2,9,15,1,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,3,2,1,1,2,3,1,2,3,3,2,3,5,5,5,5,4,5,5,5,5,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1,22,1,19,1,5,,"",8,7,6,"",5,,899,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0","Chrome 14.0.802.30","Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko","127.0.0.1",1
42,1048047,2012-8-11 05:28,2012-8-11 05:37,560,5,1,1,1,3,3,1,19,"",2,9,15,2,,6,,,,,,,,,,6,,,,,,,,,,,,,,,,2,1,1,2,1,1,3,2,3,2,2,3,3,3,2,2,4,2,3,5,3,5,3,3,4,4,1,0,0,0,0,1,2,0,0,0,0,0,3,0,0,3,67,,,2,19,1,8,31,"",,7,6,"无",5,,849,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0","Chrome 14.0.802.30","Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko","127.0.0.1",1
43,1117109,2012-8-11 09:16,2012-8-11 09:28,753,2,1,1,1,2,1,3,21,"plot",2,9,4,3,,,8,,,,,,,,,,,,,,,,,8,,,,,,,,2,2,3,1,2,2,2,3,2,3,1,1,1,2,2,2,3,4,5,5,4,4,3,3,5,5,1,0,0,0,0,0,0,3,0,0,0,0,0,4,0,1,20,9,10,3,19,2,2,45,"",5,1,2,"",5,,221,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0","Chrome 14.0.802.30","Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko","127.0.0.1",1
44,1117857,2012-8-11 07:24,2012-8-11 07:36,743,3,1,1,1,1,2,1,4,"骏威",2,6,14,3,,,3,,,,,,,,,,,,,,,,,3,,,,,,,,2,1,2,3,1,3,1,2,2,3,2,2,2,3,1,3,3,2,4,5,3,5,3,2,3,4,1,0,0,0,0,0,2,3,0,0,0,0,0,4,0,3,3,4,13,2,17,1,3,49,"610000",2,1,1,"无",5,,499,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0","Chrome 14.0.802.30","Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko","127.0.0.1",1
45,1190898,2012-8-9 04:35,2012-8-9 04:38,181,1,1,1,1,2,4,1,15,"C200",2,2,15,3,,,4,,,,,,,,,,,,,,,,,4,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,"",2,,195,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0","Chrome 14.0.802.30","Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko","127.0.0.1",1
46,1226514,2012-8-10 02:42,2012-8-10 02:49,431,1,1,1,1,2,3,1,8,"",2,8,11,2,,8,,,,,,,,,,8,,,,,,,,,,,,,,,,2,2,3,3,2,3,1,3,3,3,1,3,2,2,3,3,4,4,5,5,5,5,4,4,5,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,7,1,5,5,12,1,5,47,"",4,7,1,"",5,,892,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0","Chrome 14.0.802.30","Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko","127.0.0.1",1
47,1248996,2012-8-10 08:01,2012-8-10 08:11,597,5,1,1,1,1,3,1,1,"",1,10,16,2,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,2,3,1,3,3,1,3,1,3,1,1,1,3,2,3,1,4,3,5,5,4,5,4,3,4,4,1,0,0,0,0,0,0,3,0,0,1,2,0,0,0,1,67,,,3,9,1,3,46,"",5,1,1,"",5,,716,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0","Chrome 14.0.802.30","Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko","127.0.0.1",1
48,1293145,2012-8-11 03:49,2012-8-11 03:57,502,6,1,1,1,1,3,3,1,"",3,10,16,1,8,,,8,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,2,1,2,1,3,2,3,2,2,2,1,2,5,4,5,5,4,3,1,3,5,4,0,0,0,0,5,0,0,3,0,0,0,0,0,0,5,3,1,2,,2,5,2,4,47,"",4,1,1,"",5,,22,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0","Chrome 14.0.802.30","Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko","127.0.0.1",1
49,1321823,2012-8-10 03:48,2012-8-10 03:59,676,3,1,1,1,1,2,1,1,"",1,10,16,2,,4,,,,,,,,,,4,,,,,,,,,,,,,,,,2,2,2,3,2,3,3,2,2,1,2,2,2,2,2,3,4,2,3,5,5,5,4,4,4,4,0,0,0,0,5,1,0,0,0,0,0,0,0,0,5,1,1,2,14,2,19,1,3,52,"",1,1,1,"",5,,258,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0","Chrome 14.0.802.30","Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko","127.0.0.1",1
50,1341787,2012-8-11 05:15,2012-8-11 05:25,596,6,1,1,1,3,3,3,13,"",2,2,1,1,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,1,2,3,2,2,3,1,3,2,3,2,2,4,2,4,5,4,3,4,3,4,3,1,0,0,0,0,1,2,0,0,0,1,2,0,0,0,2,1,7,4,2,11,2,3,26,"",8,2,2,"无",5,,532,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0","Chrome 14.0.802.30","Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko","127.0.0.1",1
51,1348376,2012-8-10 09:18,2012-8-10 09:27,565,3,1,1,1,1,2,1,1,"",3,10,16,1,5,,,5,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,2,3,1,3,2,1,2,3,2,1,3,1,2,3,4,5,3,3,3,3,4,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,4,11,1,19,1,3,,"",2,7,6,"",5,,994,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0","Chrome 14.0.802.30","Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko","127.0.0.1",1
52,1351182,2012-8-10 08:38,2012-8-10 08:48,595,2,1,1,1,2,1,3,32,"",2,1,8,1,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,3,2,2,1,2,1,2,1,2,2,2,1,4,3,4,5,5,4,4,4,3,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,3,2,3,2,8,1,2,48,"",2,1,1,"",5,,502,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0","Chrome 14.0.802.30","Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko","127.0.0.1",1
53,1426298,2012-8-11 02:44,2012-8-11 02:56,768,4,1,1,1,1,2,3,1,"",1,10,16,1,5,,,5,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,2,2,1,1,3,1,2,2,2,2,1,2,2,3,4,5,5,2,5,5,5,5,5,1,0,3,0,0,1,0,0,0,0,0,0,3,0,0,2,1,9,19,2,15,1,3,38,"",4,2,2,"",5,,174,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0","Chrome 14.0.802.30","Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko","127.0.0.1",1
54,1480780,2012-8-11 06:04,2012-8-11 06:12,471,6,1,1,1,1,3,3,1,"",1,10,16,1,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,2,1,2,2,3,2,3,3,3,1,1,2,4,5,5,5,4,4,4,4,3,4,0,0,0,0,5,1,2,0,0,0,1,2,0,0,0,3,20,11,,5,11,2,3,,"",8,2,2,"",5,,867,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0","Chrome 14.0.802.30","Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko","127.0.0.1",1
55,1481970,2012-8-10 05:51,2012-8-10 06:00,584,3,1,1,1,1,2,1,1,"",2,10,16,1,8,,,8,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,3,3,2,2,1,1,2,2,1,1,1,3,1,3,4,4,5,5,5,4,4,4,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,2,3,1,1,7,1,5,45,"614208",8,2,2,"无",5,,468,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0","Chrome 14.0.802.30","Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko","127.0.0.1",1
56,1517288,2012-8-11 08:37,2012-8-11 08:51,818,6,1,1,1,1,3,3,1,"",1,10,16,2,,5,,,,,,,,,,5,,,,,,,,,,,,,,,,2,3,3,1,1,2,2,2,2,1,2,2,3,3,1,2,5,3,5,5,4,5,3,4,4,4,0,0,0,0,5,0,2,0,0,0,0,0,3,0,0,3,38,1,66,5,19,2,2,49,"",2,1,1,"",5,,208,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0","Chrome 14.0.802.30","Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko","127.0.0.1",1
57,1518577,2012-8-11 09:02,2012-8-11 09:11,522,5,1,1,1,1,3,1,16,"翼神",2,1,1,2,,5,,,,,,,,,,5,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,5,5,1,5,5,3,4,4,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,15,3,5,2,6,1,1,52,"620360",1,1,1,"",5,,877,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0","Chrome 14.0.802.30","Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko","127.0.0.1",1
58,1612184,2012-8-11 07:48,2012-8-11 07:56,462,3,1,1,1,1,2,1,2,"",1,10,16,1,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,2,2,3,3,2,2,2,2,3,1,1,1,1,4,2,5,5,5,5,2,3,4,4,1,0,0,0,0,0,0,0,4,0,0,0,0,0,5,2,1,2,10,5,5,2,3,38,"610041",2,1,6,"",5,,280,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0","Chrome 14.0.802.30","Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko","127.0.0.1",1
59,1619559,2012-8-10 09:35,2012-8-10 09:46,660,3,1,1,1,1,2,1,10,"",2,3,10,3,,,3,,,,,,,,,,,,,,,,,3,,,,,,,,2,2,2,2,2,2,2,3,2,3,2,2,3,1,1,1,4,2,4,4,4,5,4,4,4,4,1,2,0,0,0,1,2,0,0,0,0,0,0,4,0,1,1,2,20,1,7,1,4,46,"",3,1,1,"",5,,49,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0","Chrome 14.0.802.30","Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko","127.0.0.1",1
60,1623053,2012-8-10 03:29,2012-8-10 03:40,686,4,1,1,1,1,2,3,1,"",1,10,16,1,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,1,1,1,2,1,1,3,1,2,2,3,2,2,5,4,5,5,2,3,2,4,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,3,67,,,1,6,1,3,20,"",2,2,2,"无",5,,794,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0","Chrome 14.0.802.30","Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko","127.0.0.1",1
61,638449,2012-8-10 08:43,2012-8-10 08:52,596,5,1,1,1,1,3,1,67,"",2,9,15,3,,,6,,,,,,,,,,,,,,,,,6,,,,,,,,2,2,2,2,1,2,3,2,2,2,2,3,3,1,3,2,4,2,5,5,3,5,5,4,4,5,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,1,2,22,1,11,1,3,51,"",1,7,1,"没有",5,,878,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; GTB7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; SE 2.X MetaSr 1.0)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
62,716271,2012-8-11 05:34,2012-8-11 05:42,509,5,1,1,1,1,3,1,,"",1,9,15,2,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,2,3,2,1,1,1,1,1,1,1,2,3,3,2,1,1,4,5,5,5,4,5,4,4,5,5,1,0,0,0,0,0,2,0,0,0,0,0,3,0,0,2,3,22,20,2,10,1,3,43,"",2,2,2,"没有",5,,987,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; GTB7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; SE 2.X MetaSr 1.0)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
63,723736,2012-8-11 03:30,2012-8-11 03:39,549,4,1,1,1,1,2,3,,"",1,9,15,1,8,,,8,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,5,5,2,4,3,4,4,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,9,7,20,1,19,1,8,46,"641400",2,2,2,"没有",5,,826,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; GTB7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; SE 2.X MetaSr 1.0)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
64,737203,2012-8-9 09:01,2012-8-9 09:16,855,5,1,1,1,1,3,1,,"",1,9,15,2,,5,,,,,,,,,,5,,,,,,,,,,,,,,,,2,2,1,1,3,1,1,2,1,2,1,1,2,1,2,3,4,3,5,5,5,4,4,5,5,5,1,0,0,0,0,0,0,3,0,0,0,0,0,0,5,2,15,5,7,1,12,2,3,36,"",5,2,2,"无",5,,960,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; GTB7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; SE 2.X MetaSr 1.0)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
65,739468,2012-8-10 05:35,2012-8-10 05:41,372,5,1,1,1,1,3,1,,"",1,9,15,3,,,4,,,,,,,,,,,,,,,,,4,,,,,,,,2,2,2,3,2,1,2,2,3,1,2,1,2,2,1,1,3,4,5,5,5,5,4,3,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,,1,3,4,2,18,2,2,51,"",2,7,1,"很好 很好",5,,77,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; GTB7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; SE 2.X MetaSr 1.0)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
66,743678,2012-8-9 05:11,2012-8-9 05:28,1044,6,1,1,1,1,3,3,,"",1,9,15,3,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,2,1,2,2,3,3,3,3,2,3,2,3,2,2,3,1,1,4,5,5,5,3,3,5,5,4,0,0,0,0,5,0,0,3,0,0,0,2,0,0,0,3,1,22,10,5,10,2,6,29,"641400",1,3,2,"无",5,,339,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; GTB7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; SE 2.X MetaSr 1.0)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
67,816139,2012-8-10 05:27,2012-8-10 05:35,485,5,1,1,1,1,3,1,,"",1,9,15,3,,,3,,,,,,,,,,,,,,,,,3,,,,,,,,2,1,1,2,3,3,2,1,2,3,1,2,3,3,2,2,1,5,5,5,5,3,4,4,4,4,0,2,0,0,0,0,0,3,0,0,1,0,0,0,0,2,9,20,10,5,5,1,3,45,"",4,2,2,"无",5,,614,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; GTB7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; SE 2.X MetaSr 1.0)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
68,824718,2012-8-9 04:43,2012-8-9 04:55,670,6,1,1,1,1,3,3,,"",1,9,15,3,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,2,2,2,2,2,3,1,2,2,3,3,1,1,2,3,1,4,5,5,5,4,3,2,2,5,5,0,0,0,0,5,0,0,3,0,0,1,0,0,0,0,3,20,17,5,1,9,2,3,50,"",3,1,1,"无",5,,997,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; GTB7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; SE 2.X MetaSr 1.0)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
69,837668,2012-8-11 08:36,2012-8-11 08:46,599,5,1,1,1,1,3,1,,"",1,9,15,2,,8,,,,,,,,,,8,,,,,,,,,,,,,,,,2,3,3,3,1,3,3,3,1,1,2,1,2,2,1,3,3,4,5,5,4,3,3,2,4,4,1,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,2,19,4,1,19,2,3,44,"",5,1,1,"无",5,,754,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; GTB7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; SE 2.X MetaSr 1.0)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
70,869394,2012-8-10 06:02,2012-8-10 06:12,579,3,1,1,1,1,2,1,,"",1,9,15,1,5,,,5,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,1,1,1,2,1,2,1,1,3,1,4,3,4,4,3,4,3,3,4,4,0,0,0,0,5,1,0,0,0,0,0,0,0,0,5,3,21,1,14,2,3,1,4,46,"",4,1,1,"无",5,,680,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; GTB7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; SE 2.X MetaSr 1.0)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
71,872887,2012-8-10 06:29,2012-8-10 06:45,969,5,1,1,1,1,3,1,,"",2,2,2,3,,,4,,,,,,,,,,,,,,,,,4,,,,,,,,2,2,1,3,1,1,2,3,1,3,1,1,1,3,1,3,3,2,5,5,2,4,4,4,5,4,1,0,0,0,0,0,2,3,0,0,0,2,0,0,0,3,16,2,4,5,10,1,4,49,"",2,1,1,"无",5,,425,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; GTB7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; SE 2.X MetaSr 1.0)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
72,873024,2012-8-10 10:32,2012-8-10 10:41,538,2,1,1,1,2,3,3,11,"瑞纳",2,6,8,3,,,4,,,,,,,,,,,,,,,,,4,,,,,,,,2,2,1,2,3,2,2,2,2,2,1,2,3,3,2,2,3,2,4,5,3,4,4,3,5,4,1,0,0,0,0,0,2,0,0,0,1,2,0,0,0,2,14,13,2,5,10,1,4,47,"",1,1,2,"无",5,,522,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; GTB7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; SE 2.X MetaSr 1.0)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
73,880513,2012-8-11 03:43,2012-8-11 03:51,467,6,1,1,1,1,3,3,,"",1,9,15,3,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,2,1,1,2,2,1,3,3,1,1,3,2,3,1,2,1,5,4,5,5,4,5,3,4,3,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,4,20,22,4,9,1,3,30,"",3,2,6,"没有",5,,375,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; GTB7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; SE 2.X MetaSr 1.0)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
