sys_SequentialRespondentNumber,sys_InternalRespNum,sys_StartTime,sys_EndTime,sys_ElapsedTime,quota,consent_1,consent2_1,consent3_1,pastbuyer,futurebuyer,primarybuyer,CarMake,CarModel,VehicleOwnership,dailyvmt,annualvmt,carsizeselect,carimagesmall,carimagemid,carimagelarge,Topcarsmall_1,Topcarsmall_2,Topcarsmall_3,Topcarsmall_4,Topcarsmall_5,Topcarsmall_6,Topcarsmall_7,Topcarsmall_8,Topcarmid_1,Topcarmid_2,Topcarmid_3,Topcarmid_4,Topcarmid_5,Topcarmid_6,Topcarmid_7,Topcarmid_8,Topcarlarge_1,Topcarlarge_2,Topcarlarge_3,Topcarlarge_4,Topcarlarge_5,Topcarlarge_6,Topcarlarge_7,Topcarlarge_8,CBCFIX1,CBCRAN1,CBCRAN2,CBCRAN3,CBCRAN4,CBCRAN5,CBCRAN6,CBCRAN7,CBCRAN8,CBCRAN9,CBCRAN10,CBCRAN11,CBCRAN12,CBCRAN13,CBCRAN14,CBCRAN15,productuseratings_r1,productuseratings_r2,productuseratings_r3,productuseratings_r4,productuseratings_r5,productuseratings_r6,EnvLifeRatings_r1,EnvLifeRatings_r2,EnvLifeRatings_r3,EnvLifeRatings_r4,DrivingTypeExper_1,DrivingTypeExper_2,DrivingTypeExper_3,DrivingTypeExper_4,DrivingTypeExper_5,consideration_1,consideration_2,consideration_3,consideration_4,consideration_5,slowchargingaccess_1,slowchargingaccess_2,slowchargingaccess_3,slowchargingaccess_4,slowchargingaccess_5,fastchargingaccess,brandrank1,brankrank2,brandrank3,maintenance,income,sex,householdsize,YOB,zipcode,education,children,marriage,comments,sys_RespStatus,sys_DispositionCode,sys_CBCVersion_CBC,sys_UserAgent,sys_Browser,sys_OperatingSystem,sys_IPAddress,sys_UserJavaScript
44,721281,7/27/12 3:48,7/27/12 3:58,618,5,1,1,1,3,3,1,31,_ÁÔŒÁÓç__,2,2,15,2,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,2,1,1,2,1,3,3,3,2,1,1,3,3,2,2,1,3,3,4,4,3,3,4,3,4,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,3,12,19,13,1,13,2,3,42,,2,2,2,,5,,570,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1
45,740582,7/23/12 3:19,7/23/12 3:19,9,-1,1,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1
46,772042,7/23/12 3:30,7/23/12 3:38,465,4,1,1,1,3,2,3,10,__É_÷Å,2,8,11,3,,,8,,,,,,,,,,,,,,,,,8,,,,,,,,2,2,3,1,1,1,1,1,1,2,1,1,1,1,1,1,3,4,4,5,2,4,4,4,4,4,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,2,14,2,8,1,5,41,100009,5,2,2,,5,,351,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1
47,830682,7/29/12 4:28,7/29/12 4:39,645,3,1,1,1,3,2,1,31,QQ,2,3,6,2,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,2,3,3,2,2,1,3,2,2,2,1,1,3,2,3,3,4,2,5,5,4,4,4,4,5,3,1,0,0,0,0,0,2,0,0,0,0,0,3,0,0,1,13,11,22,3,4,1,,,,8,7,6,,5,,265,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1
48,906537,7/30/12 7:57,7/30/12 8:07,594,1,1,1,1,2,3,1,31,QQ,2,4,8,2,,5,,,,,,,,,,5,,,,,,,,,,,,,,,,2,1,2,2,3,3,1,3,3,1,2,3,2,2,3,3,4,4,5,5,4,4,4,4,4,3,1,0,0,0,0,1,0,0,0,0,0,2,0,0,5,,14,15,32,,19,1,3,,,5,2,2,,5,,216,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1
49,929222,7/23/12 7:20,7/23/12 7:30,625,3,1,1,1,1,2,1,21,_ÛÙèÉ_,2,7,2,2,,5,,,,,,,,,,5,,,,,,,,,,,,,,,,2,3,1,1,2,1,3,3,1,3,2,1,2,3,1,1,2,4,5,5,5,4,1,3,3,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,20,9,19,2,8,1,3,46,101300,4,1,4,,5,,193,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1
50,999703,7/23/12 5:37,7/23/12 5:37,10,-1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1
51,1059896,7/29/12 5:07,7/29/12 5:18,655,3,1,1,1,3,2,1,2,A6,2,7,14,2,,4,,,,,,,,,,4,,,,,,,,,,,,,,,,2,1,2,1,3,3,3,2,2,2,3,1,2,1,1,2,4,4,5,5,4,4,4,4,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,19,10,9,2,9,1,3,,,2,2,2,,5,,75,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1
52,1070495,7/30/12 3:00,7/30/12 3:11,691,3,1,1,1,3,2,1,22,s40,2,2,5,2,,4,,,,,,,,,,4,,,,,,,,,,,,,,,,2,1,1,2,3,2,2,3,3,1,2,2,1,1,2,3,3,4,5,5,3,5,3,5,2,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,21,15,1,2,6,2,4,49,,2,1,1,,5,,659,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1
53,1071381,7/29/12 5:23,7/29/12 5:33,617,3,1,1,1,3,2,1,31,QQ311,2,5,9,3,,,3,,,,,,,,,,,,,,,,,3,,,,,,,,2,2,2,2,2,2,2,1,2,2,1,2,2,3,2,2,2,3,4,5,4,3,3,4,4,5,1,0,0,0,0,0,0,3,0,0,0,0,0,0,5,1,7,33,56,1,19,1,4,,,5,2,2,,5,,36,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1
54,1142957,7/30/12 3:52,7/30/12 4:03,650,3,1,1,1,3,2,1,3,X5,2,3,3,2,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,2,2,1,1,1,3,3,1,2,2,1,3,2,1,3,2,3,3,4,5,4,5,4,3,4,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,3,2,14,3,5,6,2,3,30,15000,5,2,2,,5,,935,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1
55,1183233,7/30/12 7:27,7/30/12 7:38,644,3,1,1,1,1,2,1,1,,1,10,16,2,,5,,,,,,,,,,5,,,,,,,,,,,,,,,,2,1,2,2,2,3,3,3,3,1,2,1,2,2,3,3,4,4,5,5,2,4,4,4,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,,9,19,10,3,6,1,4,43,,5,2,2,,5,,216,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1
56,1183655,7/29/12 6:11,7/29/12 6:22,691,3,1,1,1,1,2,1,,,1,10,16,2,,4,,,,,,,,,,4,,,,,,,,,,,,,,,,2,2,2,1,3,3,1,1,2,3,3,3,3,1,3,3,3,2,4,5,4,4,4,4,4,5,1,0,0,0,0,1,0,3,0,0,0,0,0,0,5,3,5,14,21,1,3,1,3,38,,8,2,2,,5,,258,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1
57,1193050,7/29/12 8:08,7/29/12 8:19,667,3,1,1,1,1,2,1,,,1,10,16,2,,4,,,,,,,,,,4,,,,,,,,,,,,,,,,2,3,3,1,3,2,2,2,3,1,3,2,1,2,1,1,3,4,5,5,3,5,3,4,5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,15,21,10,2,7,1,3,41,,4,2,2,,5,,228,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1
58,1211540,7/23/12 3:19,7/23/12 3:26,412,3,1,1,1,1,2,1,,,1,10,16,2,,5,,,,,,,,,,5,,,,,,,,,,,,,,,,2,1,2,3,1,1,2,2,3,1,1,2,2,3,1,1,2,3,4,5,3,4,3,3,5,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,5,3,3,20,21,2,5,1,3,48,102204,5,1,1,_ÑÊ,5,,957,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1
59,1233643,7/27/12 2:45,7/27/12 2:56,677,3,1,1,1,3,2,1,21,_ÁÔŒÁÓç__,2,3,7,1,5,,,5,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,2,1,1,1,1,1,1,3,3,3,3,3,2,4,2,5,5,2,2,3,4,5,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,9,19,20,5,,,,,,,,,,2,,745,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1
60,1252414,7/23/12 6:11,7/23/12 6:17,377,3,1,1,1,1,2,1,1,,1,10,16,1,5,,,5,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,3,1,2,2,2,1,2,1,2,3,2,1,5,3,4,5,4,4,3,3,3,3,0,0,0,0,5,0,2,0,0,0,1,0,0,0,0,3,26,25,23,4,19,1,3,29,100088,5,2,2,,5,,406,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1
61,1255561,7/29/12 2:17,7/29/12 2:28,651,3,1,1,1,3,2,1,38,_çáè__,2,4,6,2,,5,,,,,,,,,,5,,,,,,,,,,,,,,,,2,3,3,3,2,3,2,3,2,1,3,3,3,2,3,2,4,4,5,5,4,4,4,4,5,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,19,6,1,10,1,3,54,,2,2,2,,5,,165,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1
62,1288684,7/27/12 3:34,7/27/12 3:46,713,5,1,1,1,3,3,1,10,__É_÷Å,2,1,2,2,,4,,,,,,,,,,4,,,,,,,,,,,,,,,,2,3,3,3,2,2,1,3,1,2,2,1,2,3,1,2,4,2,5,5,4,4,4,3,4,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,2,9,19,33,5,6,1,3,49,100016,5,1,1,,5,,578,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1
63,1299430,7/23/12 4:42,7/23/12 4:52,601,3,1,1,1,1,2,1,,,1,10,16,1,5,,,5,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,2,3,1,1,1,3,2,2,2,3,2,1,1,4,2,5,5,5,5,4,4,5,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,10,5,30,1,4,1,3,42,,1,2,2,,5,,260,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1
64,1305568,7/23/12 8:00,7/23/12 8:07,429,3,1,1,1,1,2,1,1,,1,10,16,1,5,,,5,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,2,1,1,3,2,1,2,3,1,3,2,3,4,4,5,5,2,3,2,2,5,5,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,2,7,21,13,1,4,1,6,45,,5,2,2,,5,,401,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1
65,1330402,7/30/12 8:14,7/30/12 8:23,569,1,1,1,1,2,2,1,1,,1,5,9,3,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,2,3,3,1,1,1,1,2,3,3,1,1,3,3,2,1,4,4,5,5,2,4,4,4,4,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,5,1,8,9,19,2,6,1,3,39,,5,7,6,,5,,641,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1
66,1337180,7/27/12 2:23,7/27/12 2:35,679,3,1,1,1,3,2,1,31,QQ,2,4,3,2,,6,,,,,,,,,,6,,,,,,,,,,,,,,,,2,1,2,3,2,1,3,3,3,2,2,2,2,3,1,1,5,3,5,5,1,3,4,4,5,5,1,0,0,0,0,0,2,3,0,0,0,0,3,0,0,1,7,19,10,4,7,1,3,40,,2,2,2,,5,,243,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1
67,1338005,7/29/12 3:08,7/29/12 3:35,1599,5,1,1,1,1,3,1,1,,1,10,16,1,5,,,5,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,3,2,1,3,2,1,2,3,1,2,3,1,2,4,3,5,5,3,4,3,3,4,4,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,12,19,10,3,3,1,3,29,102209,1,2,2,,5,,578,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1
68,1390482,7/30/12 8:39,7/30/12 8:47,537,1,1,1,1,2,2,1,15,s350,1,6,11,2,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,2,1,2,2,2,2,1,2,2,3,2,3,2,1,3,2,4,4,5,5,4,4,4,4,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,1,14,2,3,13,1,3,43,,6,2,2,,5,,336,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1
69,1398796,7/30/12 6:42,7/30/12 6:55,770,1,1,1,1,2,3,1,11,___ŒÉ¡çä_,2,3,4,2,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,2,2,1,2,3,1,3,2,2,3,1,1,3,2,2,2,4,2,5,5,4,4,4,4,4,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,10,19,2,3,4,1,3,41,,5,2,2,,5,,524,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1
70,1418937,7/23/12 3:18,7/23/12 3:18,18,-1,1,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1
71,1421278,7/23/12 3:50,7/23/12 3:51,29,-1,1,1,1,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1
72,1422568,7/23/12 8:26,7/23/12 8:35,557,3,1,1,1,1,2,1,,,1,10,16,2,,7,,,,,,,,,,7,,,,,,,,,,,,,,,,2,3,3,1,2,3,3,1,1,2,2,3,2,3,1,1,3,2,5,5,3,4,2,3,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,11,14,18,4,19,1,3,28,,2,7,6,,5,,262,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1
73,1438973,7/30/12 5:09,7/30/12 5:20,635,3,1,1,1,1,2,1,,,1,10,16,3,,,6,,,,,,,,,,,,,,,,,6,,,,,,,,2,3,1,1,2,2,2,2,2,2,2,3,2,1,1,1,3,4,5,5,4,5,4,3,4,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,1,10,15,2,7,1,3,42,,4,2,2,,5,,735,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1
74,1468968,7/23/12 8:20,7/23/12 8:25,298,5,1,1,1,1,3,1,,,1,10,16,2,,7,,,,,,,,,,7,,,,,,,,,,,,,,,,2,2,2,1,1,3,2,2,2,3,3,3,1,2,3,1,3,3,5,5,4,4,2,4,5,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,3,2,1,18,1,19,1,3,34,,2,1,1,,5,,669,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1
75,1514619,7/30/12 6:28,7/30/12 6:37,587,1,1,1,1,2,2,1,21,__É_÷Å,2,5,10,2,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,2,1,2,1,1,2,1,1,2,3,2,2,1,2,2,3,3,4,5,5,2,4,4,4,4,3,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,13,14,3,2,19,1,3,,,5,3,6,,5,,797,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1
76,1537438,7/30/12 3:13,7/30/12 3:25,736,1,1,1,1,2,2,1,14,_©Âèà»è__5,3,7,13,1,8,,,8,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,3,3,3,3,3,1,3,3,2,1,1,2,1,4,4,5,5,2,4,4,4,4,4,1,0,0,0,0,1,0,0,4,0,1,0,0,0,0,3,20,16,18,5,13,1,6,41,,4,2,2,,5,,608,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1
77,1539632,7/29/12 3:54,7/29/12 4:09,870,3,1,1,1,3,2,1,13,206,2,6,7,2,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,2,3,1,1,3,1,3,3,1,3,3,1,1,3,1,1,4,3,5,5,3,4,4,3,3,3,1,0,0,0,0,1,2,0,0,0,1,2,0,0,0,1,12,7,10,4,15,1,3,34,102209,5,2,2,,5,,933,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1
78,1556148,7/23/12 8:41,7/23/12 8:50,529,3,1,1,1,1,2,1,,,1,10,16,2,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,2,2,3,1,2,2,1,2,3,2,3,3,2,1,1,1,3,3,5,5,4,5,2,3,3,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,9,14,8,2,19,1,3,28,,2,2,2,,5,,721,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1
79,1657129,7/29/12 8:46,7/29/12 8:57,675,3,1,1,1,1,2,1,,,1,10,16,1,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,1,2,2,1,1,2,1,2,1,2,2,1,3,4,5,5,4,5,3,4,5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,10,21,15,2,10,1,3,41,,5,2,2,,5,,891,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1
80,1677596,7/30/12 6:07,7/30/12 6:17,613,1,1,1,1,2,3,1,21,_ÛÓè_â,4,6,3,2,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,2,2,3,2,3,2,3,3,2,3,2,2,1,1,3,2,3,2,5,5,2,4,4,2,5,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,20,21,1,13,2,4,36,,4,2,2,,5,,529,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1
81,533836,7/27/12 3:09,7/27/12 3:16,415,3,1,1,1,3,2,1,2,A8,2,1,2,3,,,8,,,,,,,,,,,,,,,,,8,,,,,,,,3,2,2,3,3,3,3,3,2,3,3,3,2,2,2,3,1,4,5,5,3,4,4,4,5,5,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,1,2,7,3,19,1,2,42,,5,1,1,Œ´_,5,,864,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3),MSIE 8.0,Windows NT 6.1,127.0.0.1,1
82,547473,7/29/12 8:08,7/29/12 8:17,587,3,1,1,1,1,2,1,1,,1,10,16,2,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,2,2,3,1,1,2,1,1,3,3,1,3,3,2,3,2,1,3,4,5,3,4,3,4,5,5,1,0,0,0,0,1,0,3,0,0,0,0,0,0,5,3,2,5,14,1,3,1,3,46,,5,1,2,,5,,858,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3),MSIE 8.0,Windows NT 6.1,127.0.0.1,1
83,551620,7/23/12 7:18,7/23/12 7:26,484,3,1,1,1,1,2,1,,,1,10,16,1,5,,,5,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,2,1,1,2,1,3,1,2,1,1,1,2,4,4,5,5,5,4,2,4,4,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,3,20,11,18,3,1,1,3,28,,2,2,2,,5,,78,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3),MSIE 8.0,Windows NT 6.1,127.0.0.1,1
