"sys_SequentialRespondentNumber","sys_InternalRespNum","sys_StartTime","sys_EndTime","sys_ElapsedTime","quota","consent_1","consent2_1","consent3_1","pastbuyer","futurebuyer","primarybuyer","CarMake","CarModel","VehicleOwnership","dailyvmt","annualvmt","carsizeselect","carimagesmall","carimagemid","carimagelarge","Topcarsmall_1","Topcarsmall_2","Topcarsmall_3","Topcarsmall_4","Topcarsmall_5","Topcarsmall_6","Topcarsmall_7","Topcarsmall_8","Topcarmid_1","Topcarmid_2","Topcarmid_3","Topcarmid_4","Topcarmid_5","Topcarmid_6","Topcarmid_7","Topcarmid_8","Topcarlarge_1","Topcarlarge_2","Topcarlarge_3","Topcarlarge_4","Topcarlarge_5","Topcarlarge_6","Topcarlarge_7","Topcarlarge_8","CBCFIX1","CBCRAN1","CBCRAN2","CBCRAN3","CBCRAN4","CBCRAN5","CBCRAN6","CBCRAN7","CBCRAN8","CBCRAN9","CBCRAN10","CBCRAN11","CBCRAN12","CBCRAN13","CBCRAN14","CBCRAN15","productuseratings_r1","productuseratings_r2","productuseratings_r3","productuseratings_r4","productuseratings_r5","productuseratings_r6","EnvLifeRatings_r1","EnvLifeRatings_r2","EnvLifeRatings_r3","EnvLifeRatings_r4","DrivingTypeExper_1","DrivingTypeExper_2","DrivingTypeExper_3","DrivingTypeExper_4","DrivingTypeExper_5","consideration_1","consideration_2","consideration_3","consideration_4","consideration_5","slowchargingaccess_1","slowchargingaccess_2","slowchargingaccess_3","slowchargingaccess_4","slowchargingaccess_5","fastchargingaccess","brandrank1","brankrank2","brandrank3","maintenance","income","sex","householdsize","YOB","zipcode","education","children","marriage","comments","sys_RespStatus","sys_DispositionCode","sys_CBCVersion_CBC","sys_UserAgent","sys_Browser","sys_OperatingSystem","sys_IPAddress","sys_UserJavaScript"
40,1461706,2012-8-4 03:37,2012-8-4 03:47,595,5,1,1,1,1,3,1,1,"",1,10,16,2,,8,,,,,,,,,,8,,,,,,,,,,,,,,,,2,1,1,2,1,2,3,3,2,3,3,3,1,3,3,3,4,4,5,5,4,4,3,4,3,3,0,0,0,0,5,1,2,0,0,0,0,0,3,4,0,1,2,9,4,5,19,1,3,41,"",3,7,6,"",5,,983,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)","MSIE 6.0","Windows XP","127.0.0.1",1
41,504589,2012-8-4 05:54,2012-8-4 06:05,656,5,1,1,1,3,3,1,20,"kai mei rui",3,8,6,3,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,2,3,1,3,1,2,2,3,2,3,1,3,3,3,2,2,4,4,5,5,4,5,5,4,4,4,1,2,0,0,0,0,2,0,0,0,0,0,0,4,0,1,2,1,14,1,13,1,5,39,"518000",5,2,2,"",5,,209,"Mozilla/5.0 (Windows NT 5.1; rv:8.0.1) Gecko/20100101 Firefox/8.0.1","Firefox 8.0.1","Windows XP","127.0.0.1",1
42,508888,2012-8-2 07:40,2012-8-2 08:12,1871,5,1,1,1,1,3,1,,"",1,9,15,1,8,,,8,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,3,2,1,1,1,3,2,3,2,1,1,3,3,3,3,4,3,4,4,4,3,4,0,0,0,0,5,0,0,3,0,0,0,2,0,0,0,2,4,4,4,1,6,1,3,47,"",5,1,1,"",5,,540,"Mozilla/5.0 (Windows NT 5.1; rv:8.0.1) Gecko/20100101 Firefox/8.0.1","Firefox 8.0.1","Windows XP","127.0.0.1",1
43,553223,2012-8-4 02:47,2012-8-4 02:58,659,5,1,1,1,1,3,1,,"",1,9,15,3,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,2,2,3,1,2,1,1,1,1,3,2,3,1,2,1,1,4,3,4,5,3,4,4,5,5,4,0,0,0,0,5,1,2,3,0,0,0,0,0,0,5,1,16,11,7,3,12,1,3,39,"",5,2,2,"very good",5,,971,"Mozilla/5.0 (Windows NT 5.1; rv:8.0.1) Gecko/20100101 Firefox/8.0.1","Firefox 8.0.1","Windows XP","127.0.0.1",1
44,622617,2012-8-2 07:13,2012-8-2 07:25,745,1,1,1,1,2,4,1,10,"CRV",2,2,10,3,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,2,2,1,3,1,1,2,3,2,3,2,3,2,3,1,1,5,4,5,5,2,3,5,3,4,4,1,0,0,0,0,1,2,0,0,0,0,0,0,0,5,1,19,9,,5,17,1,3,33,"",4,2,2,"WU",5,,558,"Mozilla/5.0 (Windows NT 5.1; rv:8.0.1) Gecko/20100101 Firefox/8.0.1","Firefox 8.0.1","Windows XP","127.0.0.1",1
45,644710,2012-8-2 06:14,2012-8-2 06:26,708,3,1,1,1,3,2,1,8,"fu ke si",2,2,8,3,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,2,3,3,2,1,3,2,1,1,1,3,1,2,2,1,2,5,4,5,5,4,5,3,3,5,5,1,0,0,0,0,1,2,0,0,0,0,0,0,4,0,1,7,,,5,14,2,4,41,"518000",5,2,2,"wu",5,,103,"Mozilla/5.0 (Windows NT 5.1; rv:8.0.1) Gecko/20100101 Firefox/8.0.1","Firefox 8.0.1","Windows XP","127.0.0.1",1
46,733444,2012-8-2 02:42,2012-8-2 02:54,760,5,1,1,1,1,3,1,6,"",1,9,15,1,8,,,8,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,2,1,1,3,2,3,3,2,1,2,1,3,3,3,3,4,5,2,5,5,5,5,5,1,0,0,0,0,0,2,3,0,0,0,0,0,0,5,1,14,5,13,3,2,1,3,50,"",4,1,1,"",5,,20,"Mozilla/5.0 (Windows NT 5.1; rv:8.0.1) Gecko/20100101 Firefox/8.0.1","Firefox 8.0.1","Windows XP","127.0.0.1",1
47,825183,2012-8-3 02:39,2012-8-3 02:52,733,5,1,1,1,1,3,1,,"",1,9,15,3,,,6,,,,,,,,,,,,,,,,,6,,,,,,,,2,3,3,1,3,1,1,1,1,3,2,3,1,1,2,1,2,4,5,5,4,4,3,4,4,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,3,1,16,7,2,4,1,1,48,"518000",5,1,1,"",5,,333,"Mozilla/5.0 (Windows NT 5.1; rv:8.0.1) Gecko/20100101 Firefox/8.0.1","Firefox 8.0.1","Windows XP","127.0.0.1",1
48,868128,2012-8-2 05:53,2012-8-2 06:07,814,5,1,1,1,1,3,1,,"",1,9,15,2,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,2,3,3,1,1,2,1,1,3,1,3,2,3,1,3,2,3,5,5,5,3,4,3,3,5,4,1,2,0,0,0,0,2,0,0,0,0,0,0,0,5,1,1,9,4,5,19,1,4,42,"518000",4,1,2,"wu",5,,24,"Mozilla/5.0 (Windows NT 5.1; rv:8.0.1) Gecko/20100101 Firefox/8.0.1","Firefox 8.0.1","Windows XP","127.0.0.1",1
49,1003774,2012-8-3 03:13,2012-8-3 03:23,609,5,1,1,1,1,3,1,,"",1,9,15,1,8,,,8,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,3,2,1,3,3,1,1,2,3,2,1,1,2,1,5,,4,5,3,3,4,5,0,0,0,0,5,0,2,0,0,0,0,0,0,0,5,3,6,13,7,2,19,1,6,48,"",3,7,1,"",5,,460,"Mozilla/5.0 (Windows NT 5.1; rv:8.0.1) Gecko/20100101 Firefox/8.0.1","Firefox 8.0.1","Windows XP","127.0.0.1",1
50,1013970,2012-8-3 02:54,2012-8-3 03:05,673,3,1,1,1,1,2,1,,"",1,9,15,2,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,2,3,3,3,1,3,3,1,2,1,1,3,3,2,2,1,3,2,4,5,2,4,3,3,5,5,1,0,0,0,0,1,2,0,0,0,0,0,0,0,5,1,10,2,19,2,12,1,3,49,"",4,1,1,"wu",5,,751,"Mozilla/5.0 (Windows NT 5.1; rv:8.0.1) Gecko/20100101 Firefox/8.0.1","Firefox 8.0.1","Windows XP","127.0.0.1",1
51,1306057,2012-8-2 03:59,2012-8-2 04:00,71,-1,1,1,1,1,4,1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,"",4,,,"Mozilla/5.0 (Windows NT 5.1; rv:8.0.1) Gecko/20100101 Firefox/8.0.1","Firefox 8.0.1","Windows XP","127.0.0.1",1
52,1435517,2012-8-2 06:30,2012-8-2 06:43,776,1,1,1,1,2,2,1,21,"bao lai",2,2,7,2,,5,,,,,,,,,,5,,,,,,,,,,,,,,,,2,3,1,1,1,2,1,2,2,1,2,2,1,2,2,1,5,4,5,5,3,4,4,3,5,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,2,20,7,5,17,1,3,16,"",4,2,2,"wu",5,,18,"Mozilla/5.0 (Windows NT 5.1; rv:8.0.1) Gecko/20100101 Firefox/8.0.1","Firefox 8.0.1","Windows XP","127.0.0.1",1
53,1510358,2012-8-3 06:19,2012-8-3 06:36,1008,3,1,1,1,3,2,1,11,"suo na ta",2,7,9,2,,5,,,,,,,,,,5,,,,,,,,,,,,,,,,2,1,3,2,1,1,2,2,1,2,1,1,1,1,3,3,3,3,4,4,4,3,3,2,4,4,1,2,0,0,0,1,2,0,0,0,1,2,0,0,0,1,1,20,22,1,13,1,2,39,"518000",4,1,2,"",5,,494,"Mozilla/5.0 (Windows NT 5.1; rv:8.0.1) Gecko/20100101 Firefox/8.0.1","Firefox 8.0.1","Windows XP","127.0.0.1",1
54,1654954,2012-8-4 03:25,2012-8-4 03:33,481,5,1,1,1,1,3,1,1,"",1,9,15,1,7,,,7,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,3,2,3,1,1,2,2,2,1,1,1,5,3,5,5,5,5,3,4,5,3,0,0,0,0,5,1,0,3,0,0,0,0,0,4,0,1,2,1,14,2,,,,,"",,,,"",2,,845,"Mozilla/5.0 (Windows NT 5.1; rv:8.0.1) Gecko/20100101 Firefox/8.0.1","Firefox 8.0.1","Windows XP","127.0.0.1",1
55,1665984,2012-8-2 06:57,2012-8-2 06:59,139,-1,1,1,1,1,1,1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,"",4,,,"Mozilla/5.0 (Windows NT 5.1; rv:8.0.1) Gecko/20100101 Firefox/8.0.1","Firefox 8.0.1","Windows XP","127.0.0.1",1
